2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
2.9997,2.9997
